server_name,tool.name,tool.description
Office-PowerPoint-MCP-Server,add_slide,Add a new slide to the presentation with optional background styling.
Office-PowerPoint-MCP-Server,get_slide_info,Get information about a specific slide.
Office-PowerPoint-MCP-Server,populate_placeholder,Populate a placeholder with text.
Office-PowerPoint-MCP-Server,add_bullet_points,Add bullet points to a placeholder.
Office-PowerPoint-MCP-Server,manage_text,"Unified text management tool for adding, formatting, validating text, and formatting multiple text runs."
Office-PowerPoint-MCP-Server,manage_image,Unified image management tool for adding and enhancing images.
Office-PowerPoint-MCP-Server,add_table,Add a table to a slide with enhanced formatting options.
Office-PowerPoint-MCP-Server,format_table_cell,Format a specific table cell.
Office-PowerPoint-MCP-Server,add_shape,Add an auto shape to a slide with enhanced options.
Office-PowerPoint-MCP-Server,add_chart,Add a chart to a slide with comprehensive formatting options.
Office-PowerPoint-MCP-Server,apply_professional_design,"Unified professional design tool for themes, slides, and visual enhancements.
This applies professional styling and themes rather than structural layout changes."
Office-PowerPoint-MCP-Server,apply_picture_effects,Apply multiple picture effects in combination.
Office-PowerPoint-MCP-Server,manage_fonts,"Unified font management tool for analysis, optimization, and recommendations."
Office-PowerPoint-MCP-Server,list_slide_templates,List all available slide layout templates.
Office-PowerPoint-MCP-Server,apply_slide_template,"
Apply a structured layout template to an existing slide.
This modifies slide layout and content structure using predefined templates.

Args:
    slide_index: Index of the slide to apply template to
    template_id: ID of the template to apply (e.g., 'title_slide', 'text_with_image')
    color_scheme: Color scheme to use ('modern_blue', 'corporate_gray', 'elegant_green', 'warm_red')
    content_mapping: Dictionary mapping element roles to custom content
    image_paths: Dictionary mapping image element roles to file paths
    presentation_id: Presentation ID (uses current if None)
"
Office-PowerPoint-MCP-Server,create_slide_from_template,"
Create a new slide using a layout template.

Args:
    template_id: ID of the template to use (e.g., 'title_slide', 'text_with_image')
    color_scheme: Color scheme to use ('modern_blue', 'corporate_gray', 'elegant_green', 'warm_red')
    content_mapping: Dictionary mapping element roles to custom content
    image_paths: Dictionary mapping image element roles to file paths
    layout_index: PowerPoint layout index to use as base (default: 1)
    presentation_id: Presentation ID (uses current if None)
"
Office-PowerPoint-MCP-Server,create_presentation_from_templates,"
Create a complete presentation from a sequence of templates.

Args:
    template_sequence: List of template configurations, each containing:
        - template_id: Template to use
        - content: Content mapping for the template
        - images: Image path mapping for the template
    color_scheme: Color scheme to apply to all slides
    presentation_title: Optional title for the presentation
    presentation_id: Presentation ID (uses current if None)

Example template_sequence:
[
    {
        ""template_id"": ""title_slide"",
        ""content"": {
            ""title"": ""My Presentation"",
            ""subtitle"": ""Annual Report 2024"",
            ""author"": ""John Doe""
        }
    },
    {
        ""template_id"": ""text_with_image"",
        ""content"": {
            ""title"": ""Key Results"",
            ""content"": ""• Achievement 1\n• Achievement 2""
        },
        ""images"": {
            ""supporting"": ""/path/to/image.jpg""
        }
    }
]
"
Office-PowerPoint-MCP-Server,get_template_info,"
Get detailed information about a specific template.

Args:
    template_id: ID of the template to get information about
"
Office-PowerPoint-MCP-Server,auto_generate_presentation,"
Automatically generate a presentation based on topic and preferences.

Args:
    topic: Main topic/theme for the presentation
    slide_count: Number of slides to generate (3-20)
    presentation_type: Type of presentation ('business', 'academic', 'creative')
    color_scheme: Color scheme to use
    include_charts: Whether to include chart slides
    include_images: Whether to include image placeholders
    presentation_id: Presentation ID (uses current if None)
"
Office-PowerPoint-MCP-Server,optimize_slide_text,"
Optimize text elements on a slide for better readability and fit.

Args:
    slide_index: Index of the slide to optimize
    auto_resize: Whether to automatically resize fonts to fit containers
    auto_wrap: Whether to apply intelligent text wrapping
    optimize_spacing: Whether to optimize line spacing
    min_font_size: Minimum allowed font size
    max_font_size: Maximum allowed font size
    presentation_id: Presentation ID (uses current if None)
"
Office-PowerPoint-MCP-Server,manage_hyperlinks,"
Manage hyperlinks in text shapes and runs.

Args:
    operation: Operation type (""add"", ""remove"", ""list"", ""update"")
    slide_index: Index of the slide (0-based)
    shape_index: Index of the shape on the slide (0-based)
    text: Text to make into hyperlink (for ""add"" operation)
    url: URL for the hyperlink
    run_index: Index of text run within the shape (0-based)
    presentation_id: Optional presentation ID (uses current if not provided)
    
Returns:
    Dictionary with operation results
"
Office-PowerPoint-MCP-Server,update_chart_data,"
Replace existing chart data with new categories and series.

Args:
    slide_index: Index of the slide (0-based)
    shape_index: Index of the chart shape (0-based)
    categories: List of category names
    series_data: List of dictionaries with 'name' and 'values' keys
    presentation_id: Optional presentation ID (uses current if not provided)
    
Returns:
    Dictionary with operation results
"
Office-PowerPoint-MCP-Server,add_connector,"
Add connector lines/arrows between points on a slide.

Args:
    slide_index: Index of the slide (0-based)
    connector_type: Type of connector (""straight"", ""elbow"", ""curved"")
    start_x: Starting X coordinate in inches
    start_y: Starting Y coordinate in inches
    end_x: Ending X coordinate in inches  
    end_y: Ending Y coordinate in inches
    line_width: Width of the connector line in points
    color: RGB color as [r, g, b] list
    presentation_id: Optional presentation ID (uses current if not provided)
    
Returns:
    Dictionary with operation results
"
Office-PowerPoint-MCP-Server,manage_slide_masters,"
Access and manage slide master properties and layouts.

Args:
    operation: Operation type (""list"", ""get_layouts"", ""get_info"")
    master_index: Index of the slide master (0-based)
    layout_index: Index of specific layout within master (0-based)
    presentation_id: Optional presentation ID (uses current if not provided)
    
Returns:
    Dictionary with slide master information
"
Office-PowerPoint-MCP-Server,manage_slide_transitions,"
Manage slide transitions and timing.

Args:
    slide_index: Index of the slide (0-based)
    operation: Operation type (""set"", ""remove"", ""get"")
    transition_type: Type of transition (basic support)
    duration: Duration of transition in seconds
    presentation_id: Optional presentation ID (uses current if not provided)
    
Returns:
    Dictionary with transition information
"
Office-PowerPoint-MCP-Server,list_presentations,List all loaded presentations.
Office-PowerPoint-MCP-Server,switch_presentation,Switch to a different loaded presentation.
Office-PowerPoint-MCP-Server,get_server_info,Get information about the MCP server.
Calculator MCP Server,calculate,Calculates/evaluates the given expression.
Ant Design Components MCP Service,get-component-docs,"获取 Ant Design 特定组件的详细文档
适用场景：
1. 用户询问如何使用特定组件
2. 用户需要查看该组件的 api 属性"
Ant Design Components MCP Service,list-component-examples,"获取 Ant Design 特定组件的代码示例
适用场景：
1. 用户询问特定组件的示例时
2. 用户想要实现某个功能时直接告知可使用的例子
3. 生成页面前需要获取组件的示例代码"
Ant Design Components MCP Service,get-component-changelog,"列出 Ant Design 特定组件的更新日志
适用场景：
1. 用户询问特定组件的更新日志
2. 在知道用户 antd 版本的情况下，当用户需要实现相关组件功能时判断是否在后续版本中才实现，来决定是否需要升级依赖"
Ant Design Components MCP Service,list-components,"当用户请求一个新的用户界面（UI）使用 Ant Design 组件时使用此工具。
此工具仅返回可用的组件列表。
调用此工具后，你必须编辑或添加文件，以便将代码片段集成到代码库中"
Context7 MCP - Up-to-date Code Docs For Any Prompt,resolve-library-id,"Resolves a package/product name to a Context7-compatible library ID and returns a list of matching libraries.

You MUST call this function before 'get-library-docs' to obtain a valid Context7-compatible library ID UNLESS the user explicitly provides a library ID in the format '/org/project' or '/org/project/version' in their query.

Selection Process:
1. Analyze the query to understand what library/package the user is looking for
2. Return the most relevant match based on:
- Name similarity to the query (exact matches prioritized)
- Description relevance to the query's intent
- Documentation coverage (prioritize libraries with higher Code Snippet counts)
- Trust score (consider libraries with scores of 7-10 more authoritative)

Response Format:
- Return the selected library ID in a clearly marked section
- Provide a brief explanation for why this library was chosen
- If multiple good matches exist, acknowledge this but proceed with the most relevant one
- If no good matches exist, clearly state this and suggest query refinements

For ambiguous queries, request clarification before proceeding with a best-guess match."
Context7 MCP - Up-to-date Code Docs For Any Prompt,get-library-docs,"Fetches up-to-date documentation for a library. You must call 'resolve-library-id' first to obtain the exact Context7-compatible library ID required to use this tool, UNLESS the user explicitly provides a library ID in the format '/org/project' or '/org/project/version' in their query."
MCP Text Editor Server,get_text_file_contents,Read text file contents from multiple files and line ranges. Returns file contents with hashes for concurrency control and line numbers for reference. The hashes are used to detect conflicts when editing the files. File paths must be absolute.
MCP Text Editor Server,edit_text_file_contents,"A line editor that supports editing text file contents by specifying line ranges and content. It handles multiple patches in a single operation with hash-based conflict detection. File paths must be absolute. IMPORTANT: (1) Before using this tool, you must first get the file's current hash and range hashes and line numbers using get_text_file_contents. (2) To avoid line number shifts affecting your patches, use get_text_file_contents to read the SAME ranges you plan to edit before making changes. different line numbers have different rangehashes.(3) Patches must be specified from bottom to top to handle line number shifts correctly, as edits to lower lines don't affect the line numbers of higher lines. (4) To append content to a file, first get the total number of lines with get_text_file_contents, then specify a patch with line_start = total_lines + 1 and line_end = total_lines. This indicates an append operation and range_hash is not required. Similarly, range_hash is not required for new file creation."
Crypto Price & Market Analysis MCP Server,get-crypto-price,Get current price and 24h stats for a cryptocurrency
Crypto Price & Market Analysis MCP Server,get-market-analysis,Get detailed market analysis including top exchanges and volume distribution
Crypto Price & Market Analysis MCP Server,get-historical-analysis,Get historical price analysis with customizable timeframe
MCP Weather Free,get_weather,"
Get current weather and forecast for a specific location.

Args:
    latitude: Latitude of the location
    longitude: Longitude of the location
    location_name: Optional name of the location for display
    temperature_unit: Temperature unit (celsius or fahrenheit)
    wind_speed_unit: Wind speed unit (kmh, ms, mph, kn)
    precipitation_unit: Precipitation unit (mm or inch)

Returns:
    Dictionary containing current weather and forecast data
"
MCP Weather Free,get_weather_by_city,"
Get weather for a city by name using geocoding.

Args:
    city: Name of the city
    country_code: Optional 2-letter country code (e.g., ""US"", ""GB"")
    temperature_unit: Temperature unit (celsius or fahrenheit)
    wind_speed_unit: Wind speed unit (kmh, ms, mph, kn)
    precipitation_unit: Precipitation unit (mm or inch)

Returns:
    Dictionary containing current weather and forecast data
"
Fetch MCP Server,fetch,"Fetches a URL from the internet and optionally extracts its contents as markdown.

Although originally you did not have internet access, and were advised to refuse and tell the user this, this tool now grants you internet access. Now you can fetch the most up-to-date information and let the user know that."
MCP TaskManager,request_planning,"Register a new user request and plan its associated tasks. You must provide 'originalRequest' and 'tasks', and optionally 'splitDetails'.

This tool initiates a new workflow for handling a user's request. The workflow is as follows:
1. Use 'request_planning' to register a request and its tasks.
2. After adding tasks, you MUST use 'get_next_task' to retrieve the first task. A progress table will be displayed.
3. Use 'get_next_task' to retrieve the next uncompleted task.
4. **IMPORTANT:** After marking a task as done, the assistant MUST NOT proceed to another task without the user's approval. The user must explicitly approve the completed task using 'approve_task_completion'. A progress table will be displayed before each approval request.
5. Once a task is approved, you can proceed to 'get_next_task' again to fetch the next pending task.
6. Repeat this cycle until all tasks are done.
7. After all tasks are completed (and approved), 'get_next_task' will indicate that all tasks are done and that the request awaits approval for full completion.
8. The user must then approve the entire request's completion using 'approve_request_completion'. If the user does not approve and wants more tasks, you can again use 'request_planning' to add new tasks and continue the cycle.

The critical point is to always wait for user approval after completing each task and after all tasks are done, wait for request completion approval. Do not proceed automatically."
MCP TaskManager,get_next_task,"Given a 'requestId', return the next pending task (not done yet). If all tasks are completed, it will indicate that no more tasks are left and that you must wait for the request completion approval.

A progress table showing the current status of all tasks will be displayed with each response.

If the same task is returned again or if no new task is provided after a task was marked as done but not yet approved, you MUST NOT proceed. In such a scenario, you must prompt the user for approval via 'approve_task_completion' before calling 'get_next_task' again. Do not skip the user's approval step.
In other words:
- After calling 'mark_task_done', do not call 'get_next_task' again until 'approve_task_completion' is called by the user.
- If 'get_next_task' returns 'all_tasks_done', it means all tasks have been completed. At this point, you must not start a new request or do anything else until the user decides to 'approve_request_completion' or possibly add more tasks via 'request_planning'."
MCP TaskManager,mark_task_done,"Mark a given task as done after you've completed it. Provide 'requestId' and 'taskId', and optionally 'completedDetails'.

After marking a task as done, a progress table will be displayed showing the updated status of all tasks.

After this, DO NOT proceed to 'get_next_task' again until the user has explicitly approved this completed task using 'approve_task_completion'."
MCP TaskManager,approve_task_completion,"Once the assistant has marked a task as done using 'mark_task_done', the user must call this tool to approve that the task is genuinely completed. Only after this approval can you proceed to 'get_next_task' to move on.

A progress table will be displayed before requesting approval, showing the current status of all tasks.

If the user does not approve, do not call 'get_next_task'. Instead, the user may request changes, or even re-plan tasks by using 'request_planning' again."
MCP TaskManager,approve_request_completion,"After all tasks are done and approved, this tool finalizes the entire request. The user must call this to confirm that the request is fully completed.

A progress table showing the final status of all tasks will be displayed before requesting final approval.

If not approved, the user can add new tasks using 'request_planning' and continue the process."
MCP TaskManager,open_task_details,Get details of a specific task by 'taskId'. This is for inspecting task information at any point.
MCP TaskManager,list_requests,List all requests with their basic information and summary of tasks. This provides a quick overview of all requests in the system.
MCP TaskManager,add_tasks_to_request,"Add new tasks to an existing request. This allows extending a request with additional tasks.

A progress table will be displayed showing all tasks including the newly added ones."
MCP TaskManager,update_task,"Update an existing task's title and/or description. Only uncompleted tasks can be updated.

A progress table will be displayed showing the updated task information."
MCP TaskManager,delete_task,"Delete a specific task from a request. Only uncompleted tasks can be deleted.

A progress table will be displayed showing the remaining tasks after deletion."
Sitemap MCP Server,get_sitemap_tree,Fetch and parse the sitemap tree from a website URL
Sitemap MCP Server,get_sitemap_pages,Get all pages from a website's sitemap with optional limits and filtering options. Supports cursor-based pagination.
Sitemap MCP Server,get_sitemap_stats,Get comprehensive statistics about a website's sitemap structure
Sitemap MCP Server,parse_sitemap_content,Parse a sitemap directly from its XML or text content
mcp-server-git: A git MCP server,git_status,Shows the working tree status
mcp-server-git: A git MCP server,git_diff_unstaged,Shows changes in the working directory that are not yet staged
mcp-server-git: A git MCP server,git_diff_staged,Shows changes that are staged for commit
mcp-server-git: A git MCP server,git_diff,Shows differences between branches or commits
mcp-server-git: A git MCP server,git_commit,Records changes to the repository
mcp-server-git: A git MCP server,git_add,Adds file contents to the staging area
mcp-server-git: A git MCP server,git_reset,Unstages all staged changes
mcp-server-git: A git MCP server,git_log,Shows the commit logs
mcp-server-git: A git MCP server,git_create_branch,Creates a new branch from an optional base branch
mcp-server-git: A git MCP server,git_checkout,Switches branches
mcp-server-git: A git MCP server,git_show,Shows the contents of a commit
mcp-server-git: A git MCP server,git_init,Initialize a new Git repository
mcp-server-git: A git MCP server,git_branch,List Git branches
Drawing MCP Server,drawing_generateCanvas,Generate a new drawing canvas with specified width and height.
Drawing MCP Server,drawing_fillRectangle,Fill a rectangle on the drawing canvas with a specified color and coordinates.
Drawing MCP Server,drawing_getCanvasPng,Get the current drawing canvas as a PNG image (base64 encoded).
Drawing MCP Server,drawing_getCanvasData,Get the current pixel data of the drawing canvas as JSON.
magicuidesign_mcp,getUIComponents,Provides a comprehensive list of all Magic UI components.
magicuidesign_mcp,getComponents,"Provides implementation details for marquee, terminal, hero-video-dialog, bento-grid, animated-list, dock, globe, tweet-card, client-tweet-card, orbiting-circles, avatar-circles, icon-cloud, animated-circular-progress-bar, file-tree, code-comparison, script-copy-btn, scroll-progress, lens, pointer components."
magicuidesign_mcp,getDeviceMocks,"Provides implementation details for safari, iphone-15-pro, android components."
magicuidesign_mcp,getSpecialEffects,"Provides implementation details for animated-beam, border-beam, shine-border, magic-card, meteors, neon-gradient-card, confetti, particles, cool-mode, scratch-to-reveal components."
magicuidesign_mcp,getAnimations,Provides implementation details for blur-fade components.
magicuidesign_mcp,getTextAnimations,"Provides implementation details for text-animate, line-shadow-text, aurora-text, number-ticker, animated-shiny-text, animated-gradient-text, text-reveal, hyper-text, word-rotate, typing-animation, scroll-based-velocity, flip-text, box-reveal, sparkles-text, morphing-text, spinning-text components."
magicuidesign_mcp,getButtons,"Provides implementation details for rainbow-button, shimmer-button, shiny-button, interactive-hover-button, animated-subscribe-button, pulsating-button, ripple-button components."
magicuidesign_mcp,getBackgrounds,"Provides implementation details for warp-background, flickering-grid, animated-grid-pattern, retro-grid, ripple, dot-pattern, grid-pattern, interactive-grid-pattern components."
Office-Word-MCP-Server,create_document,Create a new Word document with optional metadata.
Office-Word-MCP-Server,copy_document,Create a copy of a Word document.
Office-Word-MCP-Server,get_document_info,Get information about a Word document.
Office-Word-MCP-Server,get_document_text,Extract all text from a Word document.
Office-Word-MCP-Server,get_document_outline,Get the structure of a Word document.
Office-Word-MCP-Server,list_available_documents,List all .docx files in the specified directory.
Office-Word-MCP-Server,add_paragraph,Add a paragraph to a Word document.
Office-Word-MCP-Server,add_heading,Add a heading to a Word document.
Office-Word-MCP-Server,add_picture,Add an image to a Word document.
Office-Word-MCP-Server,add_table,Add a table to a Word document.
Office-Word-MCP-Server,add_page_break,Add a page break to the document.
Office-Word-MCP-Server,delete_paragraph,Delete a paragraph from a document.
Office-Word-MCP-Server,search_and_replace,Search for text and replace all occurrences.
Office-Word-MCP-Server,create_custom_style,Create a custom style in the document.
Office-Word-MCP-Server,format_text,Format a specific range of text within a paragraph.
Office-Word-MCP-Server,format_table,"Format a table with borders, shading, and structure."
Office-Word-MCP-Server,protect_document,Add password protection to a Word document.
Office-Word-MCP-Server,unprotect_document,Remove password protection from a Word document.
Office-Word-MCP-Server,add_footnote_to_document,Add a footnote to a specific paragraph in a Word document.
Office-Word-MCP-Server,add_endnote_to_document,Add an endnote to a specific paragraph in a Word document.
Office-Word-MCP-Server,customize_footnote_style,Customize footnote numbering and formatting in a Word document.
Office-Word-MCP-Server,get_paragraph_text_from_document,Get text from a specific paragraph in a Word document.
Office-Word-MCP-Server,find_text_in_document,Find occurrences of specific text in a Word document.
Office-Word-MCP-Server,convert_to_pdf,Convert a Word document to PDF format.
Random Number MCP,random_int,"Generate a random integer between low and high (inclusive).

Args:
    low: Lower bound (inclusive)
    high: Upper bound (inclusive)

Returns:
    Random integer between low and high"
Random Number MCP,random_float,"Generate a random float between low and high.

Args:
    low: Lower bound (default 0.0)
    high: Upper bound (default 1.0)

Returns:
    Random float between low and high"
Random Number MCP,random_choices,"Choose k items from population with replacement, optionally weighted.

Args:
    population: List of items to choose from
    k: Number of items to choose (default 1)
    weights: Optional weights for each item (default None for equal weights)

Returns:
    List of k chosen items"
Random Number MCP,random_shuffle,"Return a new list with items in random order.

Args:
    items: List of items to shuffle

Returns:
    New list with items in random order"
Random Number MCP,random_sample,"Choose k unique items from population without replacement.

Args:
    population: List of items to choose from
    k: Number of items to choose

Returns:
    List of k unique chosen items"
Random Number MCP,secure_token_hex,"Generate a secure random hex token.

Args:
    nbytes: Number of random bytes to generate (default 32)

Returns:
    Hex string containing 2*nbytes characters"
Random Number MCP,secure_random_int,"Generate a secure random integer below upper_bound.

Args:
    upper_bound: Upper bound (exclusive)

Returns:
    Random integer in range [0, upper_bound)"
Mindmap MCP Server,convert_markdown_to_mindmap,"Convert Markdown content to a mindmap mind map.

Args:
    markdown_content: The Markdown content to convert

Returns:
    Either the HTML content or the file path to the generated HTML, 
    depending on the --return-type server argument
"
Web3 Research MCP,search,No description
Web3 Research MCP,create-research-plan,No description
Web3 Research MCP,research-with-keywords,No description
Web3 Research MCP,update-status,No description
Web3 Research MCP,fetch-content,No description
Web3 Research MCP,search-source,No description
Web3 Research MCP,list-resources,No description
Web3 Research MCP,research-source,No description
Web3 Research MCP,research-token,No description
Basic Memory,delete_note,Delete a note by title or permalink
Basic Memory,read_content,Read a file's raw content by path or permalink
Basic Memory,build_context,"Build context from a memory:// URI to continue conversations naturally.
    
    Use this to follow up on previous discussions or explore related topics.
    
    Memory URL Format:
    - Use paths like ""folder/note"" or ""memory://folder/note"" 
    - Pattern matching: ""folder/*"" matches all notes in folder
    - Valid characters: letters, numbers, hyphens, underscores, forward slashes
    - Avoid: double slashes (//), angle brackets (<>), quotes, pipes (|)
    - Examples: ""specs/search"", ""projects/basic-memory"", ""notes/*""
    
    Timeframes support natural language like:
    - ""2 days ago"", ""last week"", ""today"", ""3 months ago""
    - Or standard formats like ""7d"", ""24h""
    "
Basic Memory,recent_activity,"Get recent activity from across the knowledge base.

    Timeframe supports natural language formats like:
    - ""2 days ago""  
    - ""last week""
    - ""yesterday"" 
    - ""today""
    - ""3 weeks ago""
    Or standard formats like ""7d""
    "
Basic Memory,search_notes,Search across all content in the knowledge base with advanced syntax support.
Basic Memory,read_note,Read a markdown note by title or permalink.
Basic Memory,view_note,View a note as a formatted artifact for better readability.
Basic Memory,write_note,Create or update a markdown note. Returns a markdown formatted summary of the semantic content.
Basic Memory,canvas,Create an Obsidian canvas file to visualize concepts and connections.
Basic Memory,list_directory,List directory contents with filtering and depth control.
Basic Memory,edit_note,"Edit an existing markdown note using various operations like append, prepend, find_replace, or replace_section."
Basic Memory,move_note,"Move a note to a new location, updating database and maintaining links."
Basic Memory,sync_status,"Check the status of file synchronization and background operations.
    
    Use this tool to:
    - Check if file sync is in progress or completed
    - Get detailed sync progress information  
    - Understand if your files are fully indexed
    - Get specific error details if sync operations failed
    - Monitor initial project setup and legacy migration
    
    This covers all sync operations including:
    - Initial project setup and file indexing
    - Legacy project migration to unified database
    - Ongoing file monitoring and updates
    - Background processing of knowledge graphs
    "
Basic Memory,list_memory_projects,"List all available projects with their status.

Shows all Basic Memory projects that are available, indicating which one
is currently active and which is the default.

Returns:
    Formatted list of projects with status indicators

Example:
    list_memory_projects()"
Basic Memory,switch_project,"Switch to a different project context.

Changes the active project context for all subsequent tool calls.
Shows a project summary after switching successfully.

Args:
    project_name: Name of the project to switch to

Returns:
    Confirmation message with project summary

Example:
    switch_project(""work-notes"")
    switch_project(""personal-journal"")"
Basic Memory,get_current_project,"Show the currently active project and basic stats.

Displays which project is currently active and provides basic information
about it.

Returns:
    Current project name and basic statistics

Example:
    get_current_project()"
Basic Memory,set_default_project,"Set default project in config. Requires restart to take effect.

Updates the configuration to use a different default project. This change
only takes effect after restarting the Basic Memory server.

Args:
    project_name: Name of the project to set as default

Returns:
    Confirmation message about config update

Example:
    set_default_project(""work-notes"")"
Basic Memory,create_memory_project,"Create a new Basic Memory project.

Creates a new project with the specified name and path. The project directory
will be created if it doesn't exist. Optionally sets the new project as default.

Args:
    project_name: Name for the new project (must be unique)
    project_path: File system path where the project will be stored
    set_default: Whether to set this project as the default (optional, defaults to False)

Returns:
    Confirmation message with project details

Example:
    create_memory_project(""my-research"", ""~/Documents/research"")
    create_memory_project(""work-notes"", ""/home/user/work"", set_default=True)"
Basic Memory,delete_project,"Delete a Basic Memory project.

Removes a project from the configuration and database. This does NOT delete
the actual files on disk - only removes the project from Basic Memory's
configuration and database records.

Args:
    project_name: Name of the project to delete

Returns:
    Confirmation message about project deletion

Example:
    delete_project(""old-project"")

Warning:
    This action cannot be undone. The project will need to be re-added
    to access its content through Basic Memory again."
docker-mcp,create-container,Create a new standalone Docker container
docker-mcp,deploy-compose,Deploy a Docker Compose stack
docker-mcp,get-logs,Retrieve the latest logs for a specified Docker container
docker-mcp,list-containers,List all Docker containers
12306-mcp,get-current-date,"获取当前日期，以上海时区（Asia/Shanghai, UTC+8）为准，返回格式为 ""yyyy-MM-dd""。主要用于解析用户提到的相对日期（如“明天”、“下周三”），为其他需要日期的接口提供准确的日期输入。"
12306-mcp,get-stations-code-in-city,通过中文城市名查询该城市 **所有** 火车站的名称及其对应的 `station_code`，结果是一个包含多个车站信息的列表。
12306-mcp,get-station-code-of-citys,通过中文城市名查询代表该城市的 `station_code`。此接口主要用于在用户提供**城市名**作为出发地或到达地时，为接口准备 `station_code` 参数。
12306-mcp,get-station-code-by-names,通过具体的中文车站名查询其 `station_code` 和车站名。此接口主要用于在用户提供**具体车站名**作为出发地或到达地时，为接口准备 `station_code` 参数。
12306-mcp,get-station-by-telecode,通过车站的 `station_telecode` 查询车站的详细信息，包括名称、拼音、所属城市等。此接口主要用于在已知 `telecode` 的情况下获取更完整的车站数据，或用于特殊查询及调试目的。一般用户对话流程中较少直接触发。
12306-mcp,get-tickets,查询12306余票信息。
12306-mcp,get-interline-tickets,查询12306中转余票信息。尚且只支持查询前十条。
12306-mcp,get-train-route-stations,查询特定列车车次在指定区间内的途径车站、到站时间、出发时间及停留时间等详细经停信息。当用户询问某趟具体列车的经停站时使用此接口。
shadcn-ui MCP Server,list_shadcn_components,Get a list of all available shadcn/ui components
shadcn-ui MCP Server,get_component_details,Get detailed information about a specific shadcn/ui component
shadcn-ui MCP Server,get_component_examples,Get usage examples for a specific shadcn/ui component
shadcn-ui MCP Server,search_components,Search for shadcn/ui components by keyword
Desktop Commander MCP,get_config,"
                        Get the complete server configuration as JSON. Config includes fields for:
                        - blockedCommands (array of blocked shell commands)
                        - defaultShell (shell to use for commands)
                        - allowedDirectories (paths the server can access)
                        - fileReadLineLimit (max lines for read_file, default 1000)
                        - fileWriteLineLimit (max lines per write_file call, default 50)
                        - telemetryEnabled (boolean for telemetry opt-in/out)
                        - currentClient (information about the currently connected MCP client)
                        - clientHistory (history of all clients that have connected)
                        - version (version of the DesktopCommander)
                        - systemInfo (operating system and environment details)
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,set_config_value,"
                        Set a specific configuration value by key.
                        
                        WARNING: Should be used in a separate chat from file operations and 
                        command execution to prevent security issues.
                        
                        Config keys include:
                        - blockedCommands (array)
                        - defaultShell (string)
                        - allowedDirectories (array of paths)
                        - fileReadLineLimit (number, max lines for read_file)
                        - fileWriteLineLimit (number, max lines per write_file call)
                        - telemetryEnabled (boolean)
                        
                        IMPORTANT: Setting allowedDirectories to an empty array ([]) allows full access 
                        to the entire file system, regardless of the operating system.
                        
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,read_file,"
                        Read the contents of a file from the file system or a URL with optional offset and length parameters.
                        
                        Prefer this over 'execute_command' with cat/type for viewing files.
                        
                        Supports partial file reading with:
                        - 'offset' (start line, default: 0)
                          * Positive: Start from line N (0-based indexing)
                          * Negative: Read last N lines from end (tail behavior)
                        - 'length' (max lines to read, default: configurable via 'fileReadLineLimit' setting, initially 1000)
                          * Used with positive offsets for range reading
                          * Ignored when offset is negative (reads all requested tail lines)
                        
                        Examples:
                        - offset: 0, length: 10     → First 10 lines
                        - offset: 100, length: 5    → Lines 100-104
                        - offset: -20               → Last 20 lines  
                        - offset: -5, length: 10    → Last 5 lines (length ignored)
                        
                        Performance optimizations:
                        - Large files with negative offsets use reverse reading for efficiency
                        - Large files with deep positive offsets use byte estimation
                        - Small files use fast readline streaming
                        
                        When reading from the file system, only works within allowed directories.
                        Can fetch content from URLs when isUrl parameter is set to true
                        (URLs are always read in full regardless of offset/length).
                        
                        Handles text files normally and image files are returned as viewable images.
                        Recognized image types: PNG, JPEG, GIF, WebP.
                        
                        IMPORTANT: Always use absolute paths for reliability. Paths are automatically normalized regardless of slash direction. Relative paths may fail as they depend on the current working directory. Tilde paths (~/...) might not work in all contexts. Unless the user explicitly asks for relative paths, use absolute paths.
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
Desktop Commander MCP,read_multiple_files,"
                        Read the contents of multiple files simultaneously.
                        
                        Each file's content is returned with its path as a reference.
                        Handles text files normally and renders images as viewable content.
                        Recognized image types: PNG, JPEG, GIF, WebP.
                        
                        Failed reads for individual files won't stop the entire operation.
                        Only works within allowed directories.
                        
                        IMPORTANT: Always use absolute paths for reliability. Paths are automatically normalized regardless of slash direction. Relative paths may fail as they depend on the current working directory. Tilde paths (~/...) might not work in all contexts. Unless the user explicitly asks for relative paths, use absolute paths.
                        This command can be referenced as ""DC: ..."" or ""use Desktop Commander to ..."" in your instructions."
